age,gender,education_level,job_title,years_of_experience,salary,job_title_norm
24.0,Female,High School,Sales Associate,1.0,30000.0,sales associate
29.0,Male,Bachelor's,Digital Marketing Manager,6.0,95000.0,digital marketing manager
27.0,Female,Master's,Content Marketing Manager,4.0,80000.0,content marketing manager
33.0,Male,PhD,Sales Director,10.0,155000.0,sales director
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,junior sales representative
36.0,Male,Bachelor's,Sales Manager,11.0,160000.0,sales manager
25.0,Female,Bachelor's,Marketing Manager,3.0,65000.0,marketing manager
30.0,Male,Master's,Financial Manager,7.0,120000.0,financial manager
28.0,Female,PhD,Director of Marketing,6.0,105000.0,director of marketing
26.0,Male,Bachelor's,Senior Product Marketing Manager,5.0,85000.0,senior product marketing manager
28.0,Female,Master's,Marketing Manager,7.0,110000.0,marketing manager
34.0,Male,PhD,Director of Marketing,12.0,170000.0,director of marketing
31.0,Male,Bachelor's,Sales Director,9.0,140000.0,sales director
24.0,Female,High School,Sales Associate,1.0,30000.0,sales associate
29.0,Male,Bachelor's,Digital Marketing Manager,6.0,95000.0,digital marketing manager
27.0,Female,Master's,Content Marketing Manager,4.0,80000.0,content marketing manager
33.0,Male,PhD,Sales Director,10.0,155000.0,sales director
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,junior sales representative
36.0,Male,Bachelor's,Sales Manager,11.0,160000.0,sales manager
25.0,Female,Bachelor's,Marketing Manager,3.0,65000.0,marketing manager
30.0,Male,Master's,Financial Manager,7.0,120000.0,financial manager
28.0,Female,PhD,Director of Marketing,6.0,105000.0,director of marketing
26.0,Male,Bachelor's,Senior Product Marketing Manager,5.0,85000.0,senior product marketing manager
28.0,Female,Master's,Marketing Manager,7.0,110000.0,marketing manager
34.0,Male,PhD,Director of Marketing,12.0,170000.0,director of marketing
31.0,Male,Bachelor's,Sales Director,9.0,140000.0,sales director
24.0,Female,High School,Sales Associate,1.0,30000.0,sales associate
29.0,Male,Bachelor's,Digital Marketing Manager,6.0,95000.0,digital marketing manager
27.0,Female,Master's,Content Marketing Manager,4.0,80000.0,content marketing manager
33.0,Male,PhD,Sales Director,10.0,155000.0,sales director
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,junior sales representative
36.0,Male,Bachelor's,Sales Manager,11.0,160000.0,sales manager
25.0,Female,Bachelor's,Marketing Manager,3.0,65000.0,marketing manager
30.0,Male,Master's,Financial Manager,7.0,120000.0,financial manager
28.0,Female,PhD,Director of Marketing,6.0,105000.0,director of marketing
26.0,Male,Bachelor's,Senior Product Marketing Manager,5.0,85000.0,senior product marketing manager
28.0,Female,Master's,Marketing Manager,7.0,110000.0,marketing manager
34.0,Male,PhD,Director of Marketing,12.0,170000.0,director of marketing
31.0,Male,Bachelor's,Sales Director,9.0,140000.0,sales director
24.0,Female,High School,Sales Associate,1.0,30000.0,sales associate
29.0,Male,Bachelor's,Digital Marketing Manager,6.0,95000.0,digital marketing manager
27.0,Female,Master's,Content Marketing Manager,4.0,80000.0,content marketing manager
33.0,Male,PhD,Sales Director,10.0,155000.0,sales director
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,junior sales representative
36.0,Male,Bachelor's,Sales Manager,11.0,160000.0,sales manager
25.0,Female,Bachelor's,Marketing Manager,3.0,65000.0,marketing manager
30.0,Male,Master's,Financial Manager,7.0,120000.0,financial manager
28.0,Female,PhD,Director of Marketing,6.0,105000.0,director of marketing
26.0,Male,Bachelor's,Senior Product Marketing Manager,5.0,85000.0,senior product marketing manager
28.0,Female,Master's,Marketing Manager,7.0,110000.0,marketing manager
34.0,Male,PhD,Director of Marketing,12.0,170000.0,director of marketing
31.0,Male,Bachelor's,Sales Director,9.0,140000.0,sales director
24.0,Female,High School,Sales Associate,1.0,30000.0,sales associate
29.0,Male,Bachelor's,Digital Marketing Manager,6.0,95000.0,digital marketing manager
27.0,Female,Master's,Content Marketing Manager,4.0,80000.0,content marketing manager
33.0,Male,PhD,Sales Director,10.0,155000.0,sales director
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,junior sales representative
36.0,Male,Bachelor's,Sales Manager,11.0,160000.0,sales manager
23.0,Male,Bachelor's,Software Engineer,1.0,60000.0,software engineer
39.0,Female,Master's,Marketing Manager,12.0,150000.0,marketing manager
28.0,Male,Bachelor's,Financial Analyst,4.0,80000.0,financial analyst
31.0,Female,PhD,Research Scientist,8.0,120000.0,research scientist
35.0,Male,Bachelor's,Project Manager,10.0,130000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
42.0,Male,Master's,Senior Software Engineer,18.0,180000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,3.0,60000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,7.0,110000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Data Scientist,9.0,140000.0,data scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,12.0,150000.0,product manager
38.0,Female,Master's,Marketing Director,14.0,170000.0,marketing director
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
23.0,Male,Bachelor's,Software Engineer,1.0,60000.0,software engineer
39.0,Female,Master's,Marketing Manager,12.0,150000.0,marketing manager
28.0,Male,Bachelor's,Financial Analyst,4.0,80000.0,financial analyst
31.0,Female,PhD,Research Scientist,8.0,120000.0,research scientist
35.0,Male,Bachelor's,Project Manager,10.0,130000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
42.0,Male,Master's,Senior Software Engineer,18.0,180000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,3.0,60000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,7.0,110000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Data Scientist,9.0,140000.0,data scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,12.0,150000.0,product manager
38.0,Female,Master's,Marketing Director,14.0,170000.0,marketing director
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
23.0,Male,Bachelor's,Software Engineer,1.0,60000.0,software engineer
39.0,Female,Master's,Marketing Manager,12.0,150000.0,marketing manager
28.0,Male,Bachelor's,Financial Analyst,4.0,80000.0,financial analyst
31.0,Female,PhD,Research Scientist,8.0,120000.0,research scientist
35.0,Male,Bachelor's,Project Manager,10.0,130000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
42.0,Male,Master's,Senior Software Engineer,18.0,180000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,3.0,60000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,7.0,110000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Data Scientist,9.0,140000.0,data scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,12.0,150000.0,product manager
38.0,Female,Master's,Marketing Director,14.0,170000.0,marketing director
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
23.0,Male,Bachelor's,Software Engineer,1.0,60000.0,software engineer
39.0,Female,Master's,Marketing Manager,12.0,150000.0,marketing manager
28.0,Male,Bachelor's,Financial Analyst,4.0,80000.0,financial analyst
31.0,Female,PhD,Research Scientist,8.0,120000.0,research scientist
35.0,Male,Bachelor's,Project Manager,10.0,130000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
42.0,Male,Master's,Senior Software Engineer,18.0,180000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,3.0,60000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,7.0,110000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Data Scientist,9.0,140000.0,data scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,12.0,150000.0,product manager
38.0,Female,Master's,Marketing Director,14.0,170000.0,marketing director
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,10.0,150000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,7.0,120000.0,financial manager
23.0,Male,Bachelor's,Software Engineer,1.0,60000.0,software engineer
39.0,Female,Master's,Marketing Manager,12.0,150000.0,marketing manager
28.0,Male,Bachelor's,Financial Analyst,4.0,80000.0,financial analyst
31.0,Female,PhD,Research Scientist,8.0,120000.0,research scientist
35.0,Male,Bachelor's,Project Manager,10.0,130000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
42.0,Male,Master's,Senior Software Engineer,18.0,180000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,3.0,60000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,7.0,110000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
28.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
36.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
25.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
29.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
33.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
43.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
30.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
34.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
25.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
31.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
27.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
33.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
23.0,Female,High School,Receptionist,0.0,25000.0,receptionist
38.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
39.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
28.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
36.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
25.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
29.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
33.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
43.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
30.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
34.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
25.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
31.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
27.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
33.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
23.0,Female,High School,Receptionist,0.0,25000.0,receptionist
38.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
39.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
28.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
36.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
25.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
29.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
33.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
43.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
30.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
34.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
25.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
31.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
27.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
33.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
23.0,Female,High School,Receptionist,0.0,25000.0,receptionist
38.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
39.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
28.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
36.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
25.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
29.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
33.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
43.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
30.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
34.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
25.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
31.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
27.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
33.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
23.0,Female,High School,Receptionist,0.0,25000.0,receptionist
38.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
39.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
35.0,Female,PhD,Research Director,11.0,160000.0,research director
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
32.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
28.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
36.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
25.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
29.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
33.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
43.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
30.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
34.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
25.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
31.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
27.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
33.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
27.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
35.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
24.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
28.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
32.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
41.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
38.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
35.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
24.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
28.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
32.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
41.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
38.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
35.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
24.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
28.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
32.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
41.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
33.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,marketing manager
24.0,Female,High School,Sales Associate,0.0,25000.0,sales associate
30.0,Male,Master's,Financial Analyst,6.0,100000.0,financial analyst
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,social media manager
32.0,Male,PhD,Research Scientist,10.0,150000.0,research scientist
22.0,Female,High School,Receptionist,0.0,25000.0,receptionist
37.0,Male,Bachelor's,Product Manager,13.0,160000.0,product manager
38.0,Female,Master's,Marketing Manager,14.0,170000.0,marketing manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,junior software engineer
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,marketing coordinator
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,product designer
34.0,Female,PhD,Research Director,11.0,160000.0,research director
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,marketing analyst
31.0,Female,Master's,Financial Manager,8.0,120000.0,financial manager
27.0,Male,Bachelor's,Software Engineer,3.0,85000.0,software engineer
35.0,Female,Master's,Marketing Director,11.0,160000.0,marketing director
24.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,financial analyst
28.0,Female,PhD,Data Scientist,5.0,100000.0,data scientist
32.0,Male,Bachelor's,Project Manager,8.0,120000.0,project manager
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,graphic designer
41.0,Male,Master's,Senior Software Engineer,19.0,185000.0,senior software engineer
29.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,digital marketing specialist
